mean,min,max,std
1.452127659574468,0.0,3.75,0.7207107687263
0.6743498817966903,0.0,3.25,0.47771786241818365
0.30957446808510636,0.0,1.125,0.2994736390507889
0.09414893617021276,0.0,1.625,0.20019272629037865
0.012411347517730497,0.0,1.75,0.1473765861866408
0.0017730496453900709,0.0,0.25,0.021053798026662972
0.0274822695035461,0.0,1.125,0.128601855287488
0.5365839243498818,0.0,4.625,0.6496273145940769
1.4115248226950354,0.0,25.75,2.222226660118838
2.495035460992908,0.0,15.875,1.5067355318765305
3.703368794326241,0.0,11.75,1.6336834472676756
5.956737588652482,0.0,21.0,2.7805556989447533
7.054373522458628,1.125,21.25,3.3489587018159153
10.606796690307329,1.75,32.125,6.110319757794752
8.304787234042552,2.25,31.0,4.6590512090653196
6.806855791962175,1.875,24.375,2.776188484894114
6.5774231678487,0.625,18.0,2.4736186499146235
6.109397163120567,0.75,13.375,1.7803103135586573
6.071217494089835,0.375,20.0,2.0166935936753343
5.495271867612294,0.125,10.75,1.680272531089722
3.376713947990544,0.0,5.875,1.0984894560486667
2.500709219858156,0.0,5.5,0.9695495238143708
1.5328014184397163,0.0,6.0,0.9528675460333864
0.8652482269503546,0.0,6.875,1.1100264356956833
0.1681338028169014,0.0,2.75,0.3969759845688945
0.030809859154929578,0.0,1.125,0.12472187117877373
0.01584507042253521,0.0,1.5,0.13632976789324042
0.006161971830985915,0.0,0.875,0.0734283688509603
0.014084507042253521,0.0,1.875,0.15762152771560317
0.28080985915492956,0.0,1.125,0.2837571392974373
2.076643192488263,0.0,6.125,1.1946377761935736
7.124295774647887,0.0,29.25,4.571037934476342
15.283392018779344,0.0,36.125,10.48754611052974
16.654929577464788,0.375,40.75,11.196923747773099
7.59524647887324,0.0,24.25,4.071697779938698
5.833861502347418,0.375,21.0,2.3984489452920426
6.634976525821596,2.0,29.5,2.905871993123958
6.776232394366198,2.125,31.25,3.1904380180514806
6.1897887323943666,2.0,29.625,2.5097472304443733
6.823708920187793,2.0,32.625,3.3861123419827965
7.743720657276995,1.875,21.0,2.6500561620756193
13.044894366197184,0.0,34.0,7.990940425849238
11.21830985915493,0.0,36.5,7.5696739553187635
6.679577464788732,0.0,35.5,4.473485341072833
3.550176056338028,1.125,8.0,1.0416907648795783
2.187323943661972,0.25,5.375,0.673041856889126
1.2279929577464788,0.0,4.75,0.617831101073425
0.5176056338028169,0.0,3.75,0.4620477029256934
0.03345070422535211,0.0,1.75,0.16234341402568425
0.016725352112676055,0.0,2.125,0.1794080552112915
0.013204225352112676,0.0,1.75,0.1471566704426906
0.023767605633802816,0.0,2.25,0.21050276410283922
0.01936619718309859,0.0,2.25,0.19140193788984794
0.34683098591549294,0.0,1.25,0.3120632999033029
2.3419014084507044,0.0,5.25,1.1779314921250073
7.975704225352112,0.0,24.625,4.59872490774836
16.563086854460096,0.0,35.625,10.264290879335121
17.974471830985916,1.25,36.125,10.627431405608732
8.461443661971831,1.5,26.75,4.343305788286428
6.3040492957746475,1.75,11.25,1.8548208161340105
6.635739436619718,2.0,11.5,1.7070914822552221
6.905457746478874,2.0,20.625,2.3700706893825054
6.2133802816901404,1.875,10.375,1.5010270183042518
6.747359154929577,2.25,11.0,1.6576352135794452
8.341490610328638,2.375,40.125,3.972272330394064
14.890786384976527,2.0,40.25,9.026123309449426
16.491607981220657,2.0,39.5,10.179374711630292
8.645715962441313,1.5,28.166666666666668,5.236674779116376
4.165492957746479,0.75,11.25,1.5337593815118415
2.4532276995305167,0.375,5.25,0.7851262418953502
1.4982394366197183,0.0,5.0,0.6233108229285147
0.6670774647887323,0.0,2.5,0.4016739101894228
0.05785123966942149,0.0,0.75,0.13505527640914447
0.0010330578512396695,0.0,0.125,0.011363636363636362
0.0010330578512396695,0.0,0.125,0.011363636363636364
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.3526170798898071,0.0,1.25,0.32760005726596136
2.512052341597796,0.0,5.375,1.172877787205047
8.539462809917357,1.125,27.875,4.755769250852628
17.83353994490358,1.5,35.125,10.544370780909086
19.268181818181816,1.875,38.375,10.784835031963476
10.181473829201101,1.75,28.25,5.58022939090289
6.797865013774104,1.875,11.0,1.8304729987682065
7.496900826446281,2.125,16.5,2.0951943283180143
7.357438016528926,2.0,16.0,1.9640244732545216
6.70633608815427,2.125,10.125,1.5316623688102367
7.31404958677686,2.25,14.375,1.8303798915855307
8.784573002754822,2.375,25.375,3.032345050611618
17.28753443526171,2.25,37.75,9.695277828949374
20.69214876033058,2.5,43.375,11.759487368436885
12.420798898071626,1.875,36.625,8.676555864584637
5.3440082644628095,0.0,32.25,4.327067214052853
2.7923553719008263,0.0,5.75,1.0155757961168639
1.8099173553719008,0.0,6.125,1.1429242435289753
0.8933884297520661,0.0,3.5,0.6084882958597865
0.11313868613138686,0.0,0.875,0.16696885175025014
0.010036496350364963,0.0,0.75,0.07278972624249735
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0009124087591240876,0.0,0.125,0.010679470721459512
0.3521897810218978,0.0,1.25,0.2986716063240971
2.315693430656934,0.0,4.625,1.0906816511465216
8.24051094890511,0.125,29.875,4.552533565978898
17.322688564476888,0.125,39.375,10.185853335880727
19.426277372262774,0.0,37.75,11.018429298312471
9.777615571776156,2.0,29.875,5.120265902110732
7.085036496350365,2.0,12.25,1.9066386051680182
7.605839416058394,0.0,21.0,2.3968589801561566
7.822485806974859,1.75,20.555555555555557,2.4033348008241484
7.269708029197081,2.25,13.625,1.8757435551573858
7.499695863746958,1.625,21.875,2.0507121074968255
8.607725060827251,2.25,18.9,2.6911958997345504
17.793248175182484,1.625,40.0,10.140066632932408
21.581204379562045,1.625,45.875,12.09824587014136
13.23448905109489,1.375,37.0,8.683996929881312
5.412591240875912,0.0,21.125,2.620479518183043
2.9813868613138683,0.0,5.75,1.0175574000876633
1.8932481751824817,0.0,4.625,0.7411456729580491
1.041058394160584,0.0,3.375,0.5297035209383274
0.28047263681592044,0.0,1.625,0.3164656143145008
0.030783582089552237,0.0,0.625,0.10777631820590056
0.0018656716417910447,0.0,0.125,0.015213661769367805
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.27238805970149255,0.0,1.375,0.25596765862579657
2.14794776119403,0.0,4.75,1.0539624860793761
7.49365671641791,0.5,21.375,4.046168807230944
16.093967661691543,1.25,36.75,9.937599239574835
16.6535447761194,1.25,34.25,10.015533485711593
9.088557213930347,1.625,26.625,4.4645505301823585
8.066231343283581,1.875,24.75,3.4755689444220876
10.392848258706467,2.625,37.375,5.886111238029649
10.38389303482587,2.625,38.625,5.814408811786258
9.330783582089552,2.25,37.625,5.139642034815675
8.805721393034826,2.125,41.125,4.519324562909708
9.881094527363183,2.375,34.125,4.748805654289165
17.875124378109454,2.5,43.75,10.390330214806353
14.918967661691543,2.375,39.25,8.864430142663865
11.050186567164179,1.875,35.5,5.9031314228699445
6.479042288557214,1.0,19.875,2.1718154398562657
4.398880597014926,0.5,7.25,1.3244869402182353
3.219776119402985,0.0,10.75,1.4088004636899791
2.246268656716418,0.0,7.75,1.215495611434376
1.1850649350649352,0.0,3.875,0.6979827929297436
0.47587412587412586,0.0,1.625,0.35415556912565466
0.15996503496503497,0.0,1.0,0.23333806740095847
0.027797202797202797,0.0,0.875,0.10092463786079105
0.0017482517482517483,0.0,0.25,0.02090605025017727
0.026223776223776224,0.0,0.375,0.06609909542970786
0.49796037296037293,0.0,6.875,0.6434546280477291
1.2534965034965035,0.0,6.625,0.690883807052129
2.2653846153846153,0.0,4.625,0.967358658184473
3.9388111888111887,0.375,7.625,1.3927998903366614
5.611888111888112,0.5,9.375,1.987954111837889
7.381993006993007,1.0,29.5,3.44245885038158
9.490034965034965,1.375,25.5,4.625083878055676
10.214335664335666,1.875,27.25,4.942737674358402
10.382867132867133,1.375,34.75,5.488949702295938
9.078496503496503,1.625,35.0,3.960055890649661
8.563869463869464,0.5,27.0,3.792649738943506
8.823717948717949,0.0,29.125,3.9028283286512666
10.23041958041958,0.0,36.0,5.244613383369871
9.339160839160838,0.375,36.125,4.5255685576204945
6.380944055944056,0.25,21.75,2.4005463690767694
4.298076923076923,0.0,7.875,1.3781113227837702
3.324300699300699,0.0,9.625,1.4285535875861086
2.5526223776223773,0.0,8.75,1.3436362571798928
